"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-01",,,"36",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-02",,,"44",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-03",,,"40",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-04",,,"29",",,0","11",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-05",,,"26",",,0","11",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-06",,,"26",",,0","21",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-07",,,"35",",,0","26",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-08",,,"50",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-09",,,"45",",,0","33",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-10",,,"37",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-11",,,"43",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-12",,,"49",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-13",,,"44",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-14",,,"40",",,0","25",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-15",,,"48",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-16",,,"45",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-17",,,"49",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-18",,,"50",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-19",,,"49",",,0","40",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-20",,,"53",",,0","30",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-21",,,"30",",,0","15",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-22",,,"41",",,0","20",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-23",,,"51",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-24",,,"61",",,0","36",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-25",,,"47",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-26",,,"48",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-27",,,"46",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-28",,,"47",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-29",,,"52",",,0","39",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-30",,,"51",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-01-31",,,"52",",,0","38",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-01",,,"67",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-02",,,"57",",,0","38",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-03",,,"38",",,0","26",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-04",,,"31",",,0","22",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-05",,,"26",",,0","20",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-06",,,"39",",,0","26",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-07",,,"39",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-08",,,"37",",,0","25",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-09",,,"29",",,0","17",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-10",,,"31",",,0","18",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-11",,,"43",",,0","25",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-12",,,"42",",,0","30",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-13",,,"42",",,0","26",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-14",,,"55",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-15",,,"50",",,0","39",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-16",,,"42",",,0","24",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-17",,,"29",",,0","19",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-18",,,"32",",,0","20",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-19",,,"42",",,0","26",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-20",,,"45",",,0","33",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-21",,,"60",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-22",,,"54",",,0","38",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-23",,,"44",",,0","27",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-24",,,"27",",,0","19",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-25",,,"34",",,0","15",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-26",,,"37",",,0","27",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-27",,,"42",",,0","32",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-02-28",,,"40",",,0","31",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-01",,,"43",",,0","31",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-02",,,"43",",,0","28",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-03",,,"45",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-04",,,"40",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-05",,,"42",",,0","33",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-06",,,"43",",,0","23",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-07",,,"25",",,0","13",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-08",,,"32",",,0","15",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-09",,,"42",",,0","23",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-10",,,"46",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-11",,,"49",",,0","31",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-12",,,"46",",,0","29",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-13",,,"38",",,0","21",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-14",,,"54",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-15",,,"69",",,0","46",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-16",,,"57",",,0","42",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-17",,,"70",",,0","42",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-18",,,"77",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-19",,,"46",",,0","31",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-20",,,"42",",,0","30",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-21",,,"47",",,0","33",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-22",,,"47",",,0","28",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-23",,,"49",",,0","33",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-24",,,"40",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-25",,,"63",",,0","38",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-26",,,"66",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-27",,,"61",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-28",,,"82",",,0","56",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-29",,,"76",",,0","50",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-30",,,"50",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-03-31",,,"44",",,0","39",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-01",,,"49",",,0","38",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-02",,,"56",",,0","35",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-03",,,"58",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-04",,,"67",",,0","45",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-05",,,"77",",,0","51",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-06",,,"52",",,0","42",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-07",,,"55",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-08",,,"56",",,0","39",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-09",,,"56",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-10",,,"54",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-11",,,"53",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-12",,,"57",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-13",,,"50",",,0","41",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-14",,,"58",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-15",,,"49",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-16",,,"53",",,0","46",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-17",,,"74",",,0","45",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-18",,,"74",",,0","53",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-19",,,"65",",,0","44",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-20",,,"65",",,0","45",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-21",,,"69",",,0","50",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-22",,,"55",",,0","36",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-23",,,"58",",,0","34",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-24",,,"62",",,0","37",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-25",,,"67",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-26",,,"73",",,0","52",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-27",,,"77",",,0","52",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-28",,,"68",",,0","46",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-29",,,"60",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-04-30",,,"75",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-01",,,"58",",,0","49",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-02",,,"65",",,0","49",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-03",,,"63",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-04",,,"71",",,0","46",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-05",,,"58",",,0","51",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-06",,,"76",",,0","55",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-07",,,"61",",,0","45",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-08",,,"57",",,0","43",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-09",,,"66",",,0","47",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-10",,,"53",",,0","46",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-11",,,"55",",,0","45",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-12",,,"64",",,0","50",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-13",,,"70",",,0","51",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-14",,,"68",",,0","51",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-15",,,"73",",,0","55",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-16",,,"59",",,0","55",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-17",,,"79",",,0","55",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-18",,,"86",",,0","57",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-19",,,"77",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-20",,,"85",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-21",,,"83",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-22",,,"82",",,0","59",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-23",,,"73",",,0","56",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-24",,,"61",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-25",,,"81",",,0","57",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-26",,,"78",",,0","61",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-27",,,"75",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-28",,,"73",",,0","53",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-29",,,"78",",,0","53",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-30",,,"76",",,0","59",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-05-31",,,"82",",,0","70",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-01",,,"91",",,0","71",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-02",,,"89",",,0","70",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-03",,,"86",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-04",,,"84",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-05",,,"79",",,0","60",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-06",,,"75",",,0","61",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-07",,,"64",",,0","61",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-08",,,"79",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-09",,,"68",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-10",,,"81",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-11",,,"78",",,0","60",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-12",,,"81",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-13",,,"73",",,0","59",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-14",,,"62",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-15",,,"61",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-16",,,"84",",,0","60",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-17",,,"81",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-18",,,"82",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-19",,,"87",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-20",,,"81",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-21",,,"77",",,0","69",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-22",,,"83",",,0","71",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-23",,,"89",",,0","70",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-24",,,"80",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-25",,,"86",",,0","63",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-26",,,"90",",,0","69",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-27",,,"92",",,0","70",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-28",,,"80",",,0","68",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-29",,,"78",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-06-30",,,"82",",,0","58",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-01",,,"85",",,0","63",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-02",,,"90",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-03",,,"86",",,0","68",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-04",,,"82",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-05",,,"75",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-06",,,"82",",,0","68",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-07",,,"91",",,0","68",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-08",,,"84",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-09",,,"88",",,0","63",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-10",,,"89",",,0","73",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-11",,,"89",",,0","72",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-12",,,"80",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-13",,,"71",",,0","61",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-14",,,"83",",,0","63",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-15",,,"83",",,0","61",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-16",,,"73",",,0","60",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-17",,,"76",",,0","60",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-18",,,"82",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-19",,,"84",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-20",,,"74",",,0","68",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-21",,,"73",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-22",,,"83",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-23",,,"90",",,0","73",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-24",,,"90",",,0","70",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-25",,,"91",",,0","73",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-26",,,"96",",,0","75",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-27",,,"92",",,0","72",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-28",,,"88",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-29",,,"81",",,0","62",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-30",,,"82",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-07-31",,,"71",",,0","64",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08-01",,,"81",",,0","66",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08-02",,,"85",",,0","65",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08-03",,,"89",",,0","67",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08-04",,,"93",",,0","75",",,0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1989-08-05",,,"94",",,0","76",",,0"
